Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.908346,54.599431,On or near Vulcan Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.436077,54.42662,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.058084,54.49179,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.214037,54.717821,On or near Vicarage Gardens,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.71841,55.183019,On or near The Promenade,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.695784,54.60247,On or near Greenwood Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.319958,54.994473,On or near Carlisle Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.332589,54.449026,On or near Shimna Walk,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.309962,54.993339,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.635107,54.471734,On or near Church Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.71949,55.187522,On or near Harbour Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.786259,54.740151,On or near Craigs Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.3461,54.45197,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933463,54.591192,On or near Ventry Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.657977,54.346383,On or near Culdee Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.846404,54.256836,On or near Main Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.093187,54.514218,On or near Ballinderry Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.705349,54.587889,On or near Ravara Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.785807,54.507168,On or near Mullaghmore Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.746765,54.637071,On or near Drumcree,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.926516,54.6551,On or near Longlands Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.771943,54.504081,On or near Shamble Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.950425,54.582477,On or near Edinburgh Mews,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.454896,54.368742,On or near Old Mill Manor,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.616758,54.762498,On or near Hospital Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.934945,54.592484,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.267547,54.874141,On or near Hugomont Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.655119,54.35433,On or near Railway Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.638878,54.344809,On or near Townhall Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.921859,54.626718,On or near York Crescent,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.413985,54.4305,On or near Oakgrove,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.910852,54.599753,On or near Strand Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.889043,54.211988,On or near Downs Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.354037,54.953473,On or near Gortin Manor,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.947648,54.59863,On or near Ross Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.695939,54.591511,On or near Court Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326392,55.036575,On or near Ferndale Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.846404,54.256836,On or near Main Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933651,54.595113,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277514,54.87094,On or near Thomas Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.883798,54.60577,On or near Sandbrook Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.002484,54.552323,On or near Upper Dunmurry Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.346957,54.459772,On or near Mansefield,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.265112,55.031477,On or near Temple Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.558036,54.536741,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.330554,54.461532,On or near High Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.474176,54.804874,On or near Brookvale,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.929101,54.617991,On or near Gainsborough Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.608536,54.756259,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.670365,54.843681,On or near Main Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.921703,54.578744,On or near Blackwood Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.413985,54.4305,On or near Oakgrove,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.942025,55.041161,On or near Glenview Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.917791,54.654492,On or near Longwood Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.029115,54.579589,On or near Hawthorn View,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.673661,54.650568,On or near Whitehill Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.333974,55.032071,On or near Lower Galliagh Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.956765,54.614023,On or near Flax Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.048497,54.510639,On or near Market Place,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.649491,54.64595,On or near Navar Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.969975,54.58907,On or near Rockmount Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928221,54.608794,On or near Earl Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.298375,54.596437,On or near Festival Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.145752,54.412304,On or near Circular Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.327522,55.028865,On or near Fergleen Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.41489,54.432201,On or near Upper Ramone Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942591,54.615733,On or near Cliftonville Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.810575,54.861836,On or near Wellington Green,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.167115,54.41546,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.202098,54.892299,On or near Rathkeel Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.936643,54.613044,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.962345,54.617307,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933314,54.588629,On or near Botanic Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.340599,54.994398,On or near Iniscarn Crescent,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.321434,54.99219,On or near Wapping Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.220542,54.705374,On or near Cedarmount,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.312705,54.457923,On or near Pines Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.319625,55.007676,On or near Strand Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.932404,54.586753,On or near Botanic Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.817655,54.844955,On or near Bank Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.701667,54.592554,On or near Mill Street Court,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922547,54.622947,On or near Shore Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.219735,54.71387,On or near Clarke Court,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.705842,55.174101,On or near Millstone Mews,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.910878,54.587776,On or near Ravenhill Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.638835,54.343024,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.294194,54.986475,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935146,54.581175,On or near Landseer Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.161322,54.630618,On or near Cairn Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.694666,54.594326,On or near East Street,Anti-social behaviour
